school_id,year,province,district,area_type,school_type,school_ownership,medium_of_instruction,shift,grade_level,gender_served,total_enrollment,female_enrollment_ratio,total_teachers,qualified_teachers_pct,student_teacher_ratio,teacher_training_received,pass_rate_pct,dropout_rate_pct,matric_avg_score,scholarship_available,monthly_fee_pkr,annual_budget_pkr,infrastructure_score,has_electricity,has_clean_water,has_toilets,has_library,has_computer_lab,has_playground,has_boundary_wall,has_internet,building_condition,distance_from_city_km
PKS008879,2024,Sindh,Thatta,Rural,Private Primary,Private,Urdu,Evening,Grade 7,Female,78,0.705,2,79.1,39.0,Yes,49.8,19.5,,No,1333,1205891,6.0,Yes,Yes,Yes - Combined,No,No,Yes,Yes,Yes,Good,37.7
PKS008880,2024,Punjab,Sheikhupura,Semi-Urban,Government Secondary,Private,Pashto,Morning,Grade 3,Male,100,0.603,2,89.3,50.0,Yes,84.7,0.6,,No,844,895963,6.0,Yes,Yes,Yes - Separate,Yes,No,Yes,Yes,No,Poor,10.0
PKS008881,2024,Sindh,Dadu,Rural,Government Secondary,NGO/Trust,Pashto,Full Day,Grade 7,Female,108,0.587,3,64.6,36.0,No,60.0,25.8,,No,469,1315548,4.0,Yes,Yes,Yes - Separate,Yes,No,No,No,No,Excellent,23.9
PKS008882,2023,Punjab,Lahore,Remote,Technical/Vocational,Government,Sindhi,Evening,Grade 3,Male,76,0.226,2,68.2,38.0,No,49.6,22.6,,No,0,258089,5.0,Yes,Yes,Yes - Combined,No,Yes,No,Yes,No,Poor,28.4
PKS008883,2025,Punjab,Multan,Rural,Government Higher Secondary,Government,Urdu,Full Day,Grade 12,Female,95,0.67,2,99.9,47.5,Yes,48.1,29.0,,No,0,530063,1.5,No,Yes,No,No,No,No,Partial,No,Good,5.9
PKS008884,2022,Sindh,Thatta,Urban,Private Higher Secondary,Government,Pashto,Morning,Grade 3,Female,75,0.382,1,67.7,75.0,Partial,60.1,11.2,,No,0,1559641,6.0,No,Yes,Yes - Separate,Yes,No,Yes,Yes,Yes,Fair,16.4
PKS008885,2023,Punjab,Gujrat,Remote,Private Higher Secondary,Government,Urdu,Full Day,Grade 2,Female,233,0.532,7,76.3,33.3,Partial,59.7,32.1,,Yes,0,1344570,4.0,No,Yes,Yes - Combined,No,No,No,Yes,Yes,Good,13.7
PKS008886,2023,Gilgit-Baltistan,Hunza,Remote,Private Primary,Government,English,Morning,Grade 5,Female,108,0.262,3,67.3,36.0,Yes,65.5,28.1,,No,0,1914907,4.0,Yes,Yes,No,Yes,No,No,No,Yes,Excellent,18.0
PKS008887,2024,Punjab,Bahawalpur,Urban,Government Primary,Government,English,Morning,Grade 1,Male,654,0.745,16,77.7,40.9,Partial,94.2,5.0,,No,0,1397230,4.0,Partial,Yes,Yes - Separate,Yes,No,No,Partial,No,Poor,50.0
PKS008888,2023,Punjab,Bahawalpur,Rural,Technical/Vocational,Government,Urdu,Morning,Grade 1,Female,90,0.674,2,71.5,45.0,No,84.4,23.0,,Yes,0,2225459,4.5,Yes,Yes,No,No,No,Yes,Partial,Yes,Very Poor,0.6
PKS008889,2022,Sindh,Sukkur,Urban,Government Higher Secondary,NGO/Trust,English,Morning,Grade 7,Female,20,0.712,1,85.8,20.0,Yes,64.7,3.1,,No,468,4424750,6.0,Yes,Yes,Yes - Separate,No,Yes,No,Yes,Yes,Excellent,18.5
PKS008890,2025,Punjab,Sialkot,Urban,Government Primary,Government,English,Morning,Grade 2,Male,45,0.369,1,77.9,45.0,Yes,94.8,15.6,,No,0,6774601,4.5,Partial,No,Yes - Combined,Yes,No,No,Yes,Yes,Good,37.3
PKS008891,2023,Balochistan,Loralai,Remote,Government Secondary,NGO/Trust,Urdu,Morning,Grade 12,Male,212,0.521,6,99.3,35.3,No,41.7,21.7,,No,42,1017248,7.0,Yes,Yes,Yes - Separate,Yes,Yes,No,Yes,Yes,Fair,47.1
PKS008892,2025,Punjab,Sialkot,Remote,Government Primary,Government,Pashto,Morning,Grade 5,Female,153,0.371,4,83.2,38.2,Yes,33.3,19.0,,No,0,2859241,6.0,Yes,Yes,Yes - Combined,No,Yes,Yes,Yes,No,Good,15.0
PKS008893,2024,Sindh,Jacobabad,Urban,Government Higher Secondary,Private,English,Morning,Grade 11,Male,46,0.426,1,83.3,46.0,No,76.8,6.6,,No,2383,1943843,3.0,Yes,Yes,Yes - Separate,No,No,No,No,No,Poor,3.1
PKS008894,2024,Punjab,Gujrat,Remote,Madrasah,Government,Bilingual (Urdu/English),Full Day,Grade 8,Male,157,0.318,5,97.8,31.4,Yes,60.0,21.7,,No,0,1284340,4.0,Yes,No,Yes - Separate,Yes,No,Yes,No,No,Poor,8.4
PKS008895,2023,AJK,Kotli,Semi-Urban,Technical/Vocational,Government,Sindhi,Evening,Grade 9,Male,277,0.586,10,93.6,27.7,No,47.6,17.2,51.2,Yes,0,6932895,4.5,Partial,Yes,Yes - Combined,No,No,No,Yes,Yes,Good,7.5
PKS008896,2023,KPK,Kohat,Semi-Urban,Private Higher Secondary,Private,Urdu,Evening,Grade 10,Female,175,0.719,3,61.3,58.3,Partial,92.4,5.3,58.9,No,276,1737389,5.0,Yes,Yes,Yes - Separate,Yes,No,Yes,No,No,Poor,15.2
PKS008897,2023,Sindh,Larkana,Rural,Government Primary,Government,Sindhi,Morning,Grade 1,Female,129,0.767,3,82.8,43.0,Partial,71.9,32.5,,No,0,1150824,4.0,Yes,No,No,No,No,Yes,Yes,Yes,Fair,10.9
PKS008898,2023,Sindh,Jacobabad,Urban,Government Higher Secondary,Government,Urdu,Evening,Grade 4,Male,234,0.211,7,97.7,33.4,Yes,64.9,10.8,,No,0,725044,2.0,Yes,No,Yes - Separate,No,No,No,No,No,Excellent,5.7
PKS008899,2022,Islamabad (ICT),Islamabad,Remote,Private Primary,Government,English,Full Day,Grade 2,Female,65,0.344,2,84.4,32.5,No,42.6,15.7,,No,0,703370,3.0,Yes,Yes,No,No,No,No,Yes,No,Fair,8.3
PKS008900,2022,Punjab,Rawalpindi,Urban,Government Secondary,Government,English,Morning,Grade 6,Male,125,0.715,3,89.3,41.7,No,88.3,9.8,,No,0,2630118,4.5,Yes,Yes,No,No,Yes,No,Partial,Yes,Good,14.7
PKS008901,2022,Sindh,Nawabshah,Urban,Private Primary,Government,Sindhi,Evening,Grade 8,Female,82,0.253,3,75.0,27.3,Yes,93.7,3.7,,Yes,0,1430803,1.0,Yes,No,No,No,No,No,No,No,Fair,200.0
PKS008902,2023,Punjab,Sargodha,Rural,Private Primary,Private,Urdu,Full Day,Grade 8,Female,391,0.733,13,48.3,30.1,Yes,78.1,23.7,,No,896,1853616,5.5,Yes,No,Yes - Separate,Yes,No,Yes,Partial,Yes,Good,52.2
PKS008903,2022,Punjab,Gujrat,Rural,Private Primary,Private,Pashto,Evening,Grade 3,Female,30,0.404,1,70.7,30.0,Partial,58.2,18.0,,No,496,315406,5.0,Yes,Yes,Yes - Separate,No,Yes,No,No,Yes,Very Poor,22.8
PKS008904,2024,KPK,Nowshera,Semi-Urban,Government Primary,Private,English,Morning,Grade 6,Female,51,0.358,1,50.7,51.0,Yes,99.0,5.3,,Yes,1077,671454,3.5,Partial,No,Yes - Separate,No,No,Yes,Yes,No,Poor,92.3
PKS008905,2024,Islamabad (ICT),Islamabad,Urban,Government Secondary,Private,Bilingual (Urdu/English),Full Day,Grade 6,Male,74,0.493,2,45.4,37.0,Yes,99.0,0.5,,No,2126,1126900,4.0,Yes,No,Yes - Combined,No,No,Yes,Yes,No,Good,37.7
PKS008906,2024,KPK,Mansehra,Rural,Government Higher Secondary,Private,Urdu,Morning,Grade 5,Female,200,0.696,4,73.1,50.0,Partial,72.2,19.5,,No,198,198721,2.0,No,Yes,Yes - Separate,No,No,No,No,No,Very Poor,47.4
PKS008907,2024,Sindh,Thatta,Urban,Government Primary,Private,Bilingual (Urdu/English),Morning,Grade 2,Male,288,0.481,8,68.7,36.0,No,87.2,0.5,,Yes,302,465372,4.5,Partial,Yes,Yes - Separate,No,Yes,No,Yes,No,Excellent,9.8
PKS008908,2025,Punjab,Sialkot,Semi-Urban,Private Secondary,NGO/Trust,English,Evening,Grade 12,Female,129,0.662,4,83.3,32.2,Yes,91.4,4.7,,No,264,5351580,4.0,Yes,No,No,Yes,Yes,No,Yes,No,Poor,5.2
PKS008909,2023,KPK,Nowshera,Rural,Private Higher Secondary,Government,Sindhi,Morning,Grade 11,Female,88,0.729,3,66.1,29.3,No,80.7,32.2,,No,0,4575165,4.5,Yes,No,Yes - Combined,No,Yes,Yes,Partial,No,Poor,9.0
PKS008910,2025,KPK,Abbottabad,Rural,Private Secondary,Private,English,Evening,Grade 7,Male,190,0.889,5,53.8,38.0,No,89.5,23.8,,No,2432,276725,6.0,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Good,13.5
PKS008911,2024,Punjab,Gujranwala,Remote,Madrasah,NGO/Trust,English,Evening,Grade 9,Female,251,0.336,8,62.2,31.4,No,59.7,41.2,56.9,No,4,3459163,7.0,Yes,Yes,Yes - Separate,Yes,Yes,Yes,Yes,No,Good,8.1
PKS008912,2024,Sindh,Hyderabad,Urban,Government Secondary,Government,Urdu,Morning,Grade 11,Female,24,0.53,1,80.6,24.0,No,63.1,9.0,,No,0,3905839,6.0,Yes,Yes,Yes - Separate,No,No,Yes,Yes,Yes,Fair,1.8
PKS008913,2025,Gilgit-Baltistan,Astore,Semi-Urban,Technical/Vocational,Private,English,Full Day,Grade 4,Female,80,0.76,1,71.2,80.0,Yes,99.0,0.5,,No,870,263645,2.5,Yes,Yes,No,No,No,No,Partial,No,Fair,140.4
PKS008914,2025,Punjab,Bahawalpur,Urban,Government Secondary,Government,Urdu,Full Day,Grade 9,Female,155,0.629,5,68.2,31.0,No,65.2,5.9,73.7,Yes,0,1394917,2.5,No,Yes,Yes - Separate,No,No,No,Partial,No,Good,11.7
PKS008915,2023,Punjab,Multan,Rural,Government Higher Secondary,NGO/Trust,Urdu,Morning,Grade 3,Male,79,0.346,1,86.8,79.0,Partial,47.9,15.9,,Yes,132,1185855,3.0,Yes,Yes,No,No,No,No,Yes,No,Good,15.5
PKS008916,2023,Sindh,Mirpurkhas,Remote,Private Primary,Government,English,Morning,Grade 2,Female,42,0.197,1,96.6,42.0,Yes,69.4,35.6,,Yes,0,2957728,6.0,Yes,Yes,Yes - Combined,No,Yes,Yes,Yes,No,Very Poor,22.2
PKS008917,2025,Punjab,Gujranwala,Urban,Private Higher Secondary,NGO/Trust,English,Morning,Grade 7,Female,63,0.593,1,64.3,63.0,No,72.5,7.3,,Yes,497,1892877,6.0,Partial,Yes,Yes - Combined,Yes,No,Yes,Partial,Yes,Poor,12.9
PKS008918,2023,Punjab,Rawalpindi,Urban,Government Primary,Government,English,Evening,Grade 10,Female,60,0.86,1,85.9,60.0,No,96.7,7.4,61.7,Yes,0,9277811,5.5,Partial,Yes,Yes - Separate,No,Yes,Yes,Yes,No,Fair,30.7
PKS008919,2023,Sindh,Thatta,Semi-Urban,Private Secondary,NGO/Trust,English,Evening,Grade 7,Male,83,0.616,1,78.0,83.0,Yes,98.9,4.0,,No,254,3626642,3.0,No,Yes,Yes - Separate,No,No,No,Yes,No,Fair,64.5
PKS008920,2022,Sindh,Nawabshah,Urban,Special Education,NGO/Trust,Urdu,Full Day,Grade 3,Female,111,0.491,3,59.5,37.0,Yes,83.4,3.4,,No,61,1682904,2.5,Yes,No,No,No,Yes,No,Partial,No,Good,15.9
PKS008921,2022,KPK,Kohat,Urban,Government Primary,Private,Urdu,Evening,Grade 7,Female,79,0.336,2,70.4,39.5,No,68.7,12.9,,No,2126,550294,3.5,Yes,No,No,Yes,No,Yes,Partial,No,Good,38.8
PKS008922,2023,Sindh,Thatta,Semi-Urban,Government Primary,Private,Urdu,Morning,Grade 12,Female,237,0.625,9,69.7,26.3,No,79.9,11.7,,No,1276,579339,4.5,Yes,Yes,Yes - Separate,No,No,No,Partial,Yes,Good,3.9
PKS008923,2024,Punjab,Rawalpindi,Urban,Government Primary,Government,Urdu,Full Day,Grade 4,Male,92,0.598,2,99.7,46.0,Yes,68.3,2.9,,No,0,29681569,4.0,Yes,No,Yes - Separate,Yes,No,No,Yes,No,Excellent,20.5
PKS008924,2024,Punjab,Faisalabad,Urban,Government Primary,NGO/Trust,Urdu,Evening,Grade 8,Male,128,0.315,4,98.9,32.0,Yes,88.7,13.4,,No,180,1248992,4.0,Yes,No,Yes - Separate,No,No,Yes,Yes,No,Fair,11.2
PKS008925,2022,Sindh,Larkana,Urban,Technical/Vocational,Government,Urdu,Full Day,Grade 4,Female,416,0.758,10,70.5,41.6,No,74.3,6.9,,No,0,1080915,2.0,No,No,No,No,Yes,No,Yes,No,Good,24.7
PKS008926,2025,Punjab,Faisalabad,Remote,Technical/Vocational,Government,Bilingual (Urdu/English),Full Day,Grade 7,Female,121,0.418,3,77.1,40.3,No,64.1,27.7,,No,0,2806361,7.0,Yes,Yes,Yes - Combined,Yes,Yes,Yes,Yes,No,Fair,21.2
PKS008927,2024,AJK,Rawalakot,Urban,Madrasah,Private,English,Morning,Grade 5,Male,47,0.156,1,89.6,47.0,Partial,99.0,18.4,,No,643,765926,6.5,Partial,No,Yes - Separate,Yes,Yes,Yes,Yes,Yes,Fair,18.6
PKS008928,2023,Sindh,Hyderabad,Semi-Urban,Government Secondary,Government,Urdu,Morning,Grade 11,Male,46,0.612,1,60.5,46.0,Yes,63.9,17.8,,Yes,0,8274650,4.0,Yes,No,No,No,Yes,Yes,Yes,No,Poor,27.5
PKS008929,2024,Gilgit-Baltistan,Astore,Remote,Private Higher Secondary,NGO/Trust,English,Morning,Grade 6,Female,346,0.422,9,99.5,38.4,No,72.3,27.1,,Yes,373,3177990,4.0,Yes,No,No,Yes,No,No,Yes,Yes,Fair,12.1
PKS008930,2024,Sindh,Jacobabad,Remote,Government Higher Secondary,Private,Sindhi,Morning,Grade 3,Female,167,0.256,6,56.0,27.8,No,79.5,25.1,,Yes,641,4318223,4.0,No,Yes,Yes - Combined,Yes,No,No,Yes,No,Fair,9.3
PKS008931,2022,Punjab,Bahawalpur,Urban,Government Primary,Government,Urdu,Morning,Grade 2,Female,104,0.47,2,94.0,52.0,No,47.0,15.1,,No,0,2080877,3.0,No,Yes,No,No,No,Yes,Yes,No,Excellent,40.4
PKS008932,2024,Islamabad (ICT),Islamabad,Rural,Government Higher Secondary,Government,Bilingual (Urdu/English),Evening,Grade 7,Male,314,0.537,11,71.1,28.5,Partial,49.4,31.8,,Yes,0,522089,4.5,No,Yes,No,Yes,Yes,Yes,Partial,No,Excellent,2.4
PKS008933,2023,Islamabad (ICT),Islamabad,Remote,Private Higher Secondary,Private,English,Full Day,Grade 11,Female,180,0.421,5,64.5,36.0,No,68.9,18.0,,No,2239,2780952,3.0,Yes,No,Yes - Separate,Yes,No,No,No,No,Poor,5.6
PKS008934,2023,Islamabad (ICT),Islamabad,Urban,Private Secondary,Government,English,Morning,Grade 10,Male,388,0.465,9,64.2,43.1,No,64.1,24.0,72.3,No,0,1569582,4.5,Yes,Yes,Yes - Combined,No,Yes,No,Partial,No,Excellent,83.4
PKS008935,2025,Punjab,Sheikhupura,Urban,Private Secondary,Community Based,Urdu,Full Day,Grade 2,Female,88,0.835,3,59.1,29.3,No,48.2,24.0,,No,576,3221127,4.5,Yes,No,Yes - Separate,No,Yes,Yes,Partial,No,Poor,38.9
PKS008936,2023,Sindh,Jacobabad,Semi-Urban,Private Secondary,Government,Pashto,Evening,Grade 1,Female,200,0.537,4,80.0,50.0,No,54.6,11.7,,No,0,980908,5.0,Yes,No,Yes - Separate,Yes,No,No,Yes,Yes,Good,52.2
PKS008937,2023,Balochistan,Gwadar,Semi-Urban,Government Higher Secondary,Government,Urdu,Evening,Grade 8,Female,123,0.286,3,82.9,41.0,Yes,60.8,12.5,,No,0,3078996,5.0,Yes,Yes,Yes - Separate,No,Yes,No,Yes,No,Good,34.5
PKS008938,2025,Punjab,Sialkot,Semi-Urban,Madrasah,NGO/Trust,Sindhi,Evening,Grade 1,Male,145,0.484,3,97.7,48.3,No,45.5,8.3,,No,247,1637286,2.0,No,No,Yes - Combined,Yes,No,No,No,No,Good,6.4
PKS008939,2022,Gilgit-Baltistan,Skardu,Rural,Private Secondary,Government,Pashto,Morning,Grade 2,Female,509,0.615,17,75.3,29.9,Yes,47.7,14.9,,Yes,0,1755386,4.0,No,No,Yes - Combined,Yes,Yes,No,Yes,No,Poor,77.1
PKS008940,2023,Sindh,Hyderabad,Rural,Government Higher Secondary,Government,Urdu,Evening,Grade 8,Male,108,0.93,2,92.8,54.0,Yes,83.7,10.7,,Yes,0,11659886,5.0,Yes,Yes,Yes - Combined,Yes,No,Yes,No,No,Poor,27.0
PKS008941,2024,Islamabad (ICT),Islamabad,Remote,Government Secondary,Government,English,Full Day,Grade 1,Male,93,0.159,2,81.7,46.5,Yes,63.1,15.0,,No,0,2127613,3.0,Yes,No,Yes - Separate,No,No,Yes,No,No,Fair,3.0
PKS008942,2025,Sindh,Karachi,Semi-Urban,Government Primary,Private,Urdu,Full Day,Grade 3,Male,235,0.233,7,41.8,33.6,No,67.0,16.1,,No,935,181932,6.0,No,Yes,Yes - Separate,Yes,Yes,Yes,Yes,No,Good,1.6
PKS008943,2023,Punjab,Sialkot,Rural,Government Secondary,Government,Sindhi,Evening,Grade 5,Female,40,0.454,1,73.5,40.0,Yes,82.0,22.8,,No,0,1274687,4.0,Yes,Yes,Yes - Combined,No,No,Yes,No,No,Poor,4.7
PKS008944,2024,Sindh,Jacobabad,Rural,Government Secondary,Government,Bilingual (Urdu/English),Morning,Grade 1,Male,235,0.643,8,93.0,29.4,Yes,37.1,14.9,,No,0,1263037,3.0,Yes,No,Yes - Combined,No,No,No,Yes,No,Very Poor,14.5
PKS008945,2022,Islamabad (ICT),Islamabad,Rural,Government Primary,Government,Pashto,Evening,Grade 10,Female,137,0.378,3,91.0,45.7,No,63.2,12.0,69.2,Yes,0,11833558,5.5,Partial,Yes,Yes - Combined,Yes,No,Yes,Yes,No,Good,36.6
PKS008946,2023,Balochistan,Gwadar,Semi-Urban,Government Secondary,Private,English,Evening,Grade 10,Male,168,0.551,5,78.1,33.6,No,62.6,5.9,86.9,No,274,3276443,5.5,Yes,Yes,No,Yes,Yes,Yes,Partial,No,Fair,16.5
PKS008947,2022,AJK,Mirpur,Rural,Government Primary,Private,Urdu,Evening,Grade 2,Female,71,0.581,2,93.3,35.5,No,83.5,27.7,,No,423,4752264,5.0,Yes,Yes,No,Yes,Yes,Yes,No,No,Good,29.7
PKS008948,2023,Punjab,Bahawalpur,Urban,Private Primary,Government,Bilingual (Urdu/English),Morning,Grade 2,Male,153,0.589,4,78.6,38.2,Yes,58.3,20.2,,No,0,201110,2.0,Yes,No,Yes - Combined,No,No,No,No,No,Good,16.9
PKS008949,2025,Punjab,Bahawalpur,Semi-Urban,Government Primary,Private,English,Full Day,Grade 9,Male,732,0.194,24,66.4,30.5,Yes,94.2,1.8,59.1,Yes,939,2229609,4.0,Yes,No,Yes - Combined,No,No,Yes,Yes,No,Excellent,29.2
PKS008950,2024,Punjab,Faisalabad,Rural,Government Higher Secondary,Private,Urdu,Full Day,Grade 6,Female,79,0.56,2,70.6,39.5,Yes,70.3,24.3,,No,605,3133730,3.0,Yes,No,Yes - Separate,Yes,No,No,No,No,Fair,5.5
PKS008951,2022,Islamabad (ICT),Islamabad,Urban,Government Primary,Government,Urdu,Morning,Grade 7,Female,114,0.415,3,90.6,38.0,No,46.6,24.8,,No,0,5528445,4.0,Yes,No,Yes - Separate,No,No,No,Yes,Yes,Fair,6.0
PKS008952,2025,KPK,Nowshera,Urban,Private Primary,Community Based,Sindhi,Evening,Grade 3,Male,103,0.501,4,81.2,25.8,Yes,80.4,11.9,,No,803,710195,4.0,No,Yes,Yes - Separate,Yes,No,Yes,No,No,Fair,11.0
PKS008953,2025,Balochistan,Turbat,Remote,Government Secondary,Government,Sindhi,Morning,Grade 11,Male,61,0.212,1,95.7,61.0,Yes,52.3,24.1,,No,0,1709225,4.5,Yes,Yes,Yes - Separate,No,No,Yes,Partial,No,Poor,8.4
PKS008954,2023,KPK,Abbottabad,Rural,Government Higher Secondary,Government,Urdu,Morning,Grade 6,Male,355,0.369,12,62.6,29.6,Yes,53.4,30.3,,Yes,0,7461564,4.0,No,Yes,Yes - Combined,Yes,No,No,Yes,No,Good,3.9
PKS008955,2025,AJK,Kotli,Rural,Private Higher Secondary,Community Based,English,Morning,Grade 1,Female,54,0.576,1,52.7,54.0,Partial,63.8,38.0,,No,535,4735763,5.0,Yes,Yes,Yes - Combined,No,No,Yes,Yes,No,Good,6.7
PKS008956,2025,Punjab,Gujrat,Semi-Urban,Private Secondary,Private,English,Morning,Grade 9,Female,59,0.637,1,56.6,59.0,Yes,95.8,5.5,60.5,No,414,8801772,5.0,Yes,Yes,Yes - Separate,Yes,No,Yes,No,No,Good,22.8
PKS008957,2025,Sindh,Nawabshah,Rural,Government Secondary,Government,Bilingual (Urdu/English),Morning,Grade 1,Female,181,0.437,4,72.3,45.2,No,80.5,17.3,,Yes,0,1447792,6.0,Yes,Yes,Yes - Combined,Yes,No,Yes,Yes,No,Very Poor,5.9
PKS008958,2024,Punjab,Gujrat,Rural,Private Primary,Private,Urdu,Morning,Grade 3,Female,80,0.63,2,94.2,40.0,Yes,72.8,16.8,,No,3491,8301602,7.0,No,Yes,Yes - Separate,Yes,Yes,Yes,Yes,Yes,Poor,36.1
PKS008959,2024,Balochistan,Chaman,Rural,Private Secondary,Government,Urdu,Full Day,Grade 3,Male,182,0.685,4,73.5,45.5,No,59.7,17.1,,No,0,5677900,6.0,Yes,Yes,Yes - Combined,No,Yes,Yes,Yes,No,Poor,13.0
PKS008960,2022,Punjab,Multan,Urban,Government Primary,Government,Urdu,Morning,Grade 2,Male,313,0.36,12,79.9,26.1,No,69.1,2.1,,No,0,2722449,4.0,Yes,Yes,No,Yes,No,No,Yes,No,Poor,12.5
PKS008961,2022,Punjab,Gujrat,Rural,Private Primary,Government,Urdu,Full Day,Grade 3,Female,114,0.698,3,74.9,38.0,Yes,51.0,20.9,,No,0,981007,7.0,Yes,No,Yes - Combined,Yes,Yes,Yes,Yes,Yes,Good,2.3
PKS008962,2023,Balochistan,Loralai,Remote,Government Primary,Government,Pashto,Evening,Grade 1,Female,42,0.48,1,99.9,42.0,Yes,44.6,24.0,,No,0,3817838,5.5,Partial,Yes,Yes - Separate,Yes,No,Yes,Yes,No,Poor,7.6
PKS008963,2025,KPK,Mardan,Remote,Private Primary,Private,Urdu,Full Day,Grade 11,Female,108,0.607,2,73.3,54.0,Yes,61.1,16.5,,Yes,1649,3085958,3.0,No,No,No,Yes,No,Yes,Yes,No,Good,10.3
PKS008964,2025,Sindh,Mirpurkhas,Urban,Government Higher Secondary,Government,English,Evening,Grade 12,Female,87,0.4,2,90.2,43.5,No,95.5,24.4,,No,0,1173040,4.5,Partial,No,Yes - Combined,Yes,Yes,No,Yes,No,Good,24.6
PKS008965,2023,Punjab,Sargodha,Urban,Private Primary,Private,English,Morning,Grade 7,Male,123,0.438,2,90.8,61.5,Yes,98.0,14.7,,Yes,476,1477416,3.0,Yes,Yes,No,No,No,Yes,No,No,Poor,17.8
PKS008966,2025,Sindh,Mirpurkhas,Semi-Urban,Government Secondary,Government,English,Full Day,Grade 9,Female,108,0.809,3,99.8,36.0,Yes,85.8,11.1,70.5,No,0,491703,6.0,Yes,Yes,Yes - Separate,Yes,No,Yes,Yes,No,Fair,2.5
PKS008967,2022,Balochistan,Nushki,Remote,Government Primary,Government,Bilingual (Urdu/English),Morning,Grade 7,Male,95,0.451,2,80.6,47.5,No,32.3,25.2,,No,0,214305,4.5,Partial,No,Yes - Combined,Yes,Yes,Yes,No,No,Good,7.1
PKS008968,2022,Punjab,Rawalpindi,Urban,Private Higher Secondary,Government,Urdu,Evening,Grade 10,Male,100,0.495,2,90.1,50.0,Yes,78.7,7.8,84.8,No,0,995873,3.5,Yes,Yes,Yes - Separate,No,No,No,Partial,No,Poor,22.9
PKS008969,2025,Islamabad (ICT),Islamabad,Remote,Government Secondary,Government,Urdu,Morning,Grade 12,Female,150,0.356,3,96.0,50.0,No,53.7,22.6,,No,0,6201832,5.0,Yes,No,No,Yes,No,Yes,Yes,Yes,Fair,15.1
PKS008970,2023,AJK,Rawalakot,Rural,Government Secondary,Private,Urdu,Morning,Grade 2,Female,28,0.715,1,56.2,28.0,Yes,88.5,35.5,,Yes,739,9254369,4.0,Yes,No,Yes - Separate,No,No,Yes,Yes,No,Poor,19.9
PKS008971,2023,Islamabad (ICT),Islamabad,Rural,Madrasah,Private,Urdu,Evening,Grade 6,Female,209,0.568,5,78.2,41.8,Yes,55.0,17.5,,Yes,852,1441666,3.0,Yes,No,Yes - Separate,No,No,No,Yes,No,Fair,190.4
PKS008972,2023,Punjab,Gujrat,Urban,Madrasah,NGO/Trust,Bilingual (Urdu/English),Morning,Grade 8,Male,134,0.494,4,63.1,33.5,Yes,54.6,3.2,,No,232,7275972,3.0,Yes,No,No,No,Yes,No,Yes,No,Good,62.4
PKS008973,2023,Sindh,Thatta,Urban,Government Secondary,Private,English,Morning,Grade 3,Female,56,0.335,1,48.2,56.0,No,99.0,13.4,,No,1779,443540,3.0,No,No,No,No,Yes,Yes,Yes,No,Very Poor,49.9
PKS008974,2024,AJK,Muzaffarabad,Urban,Government Higher Secondary,Government,Urdu,Evening,Grade 4,Female,150,0.394,4,99.7,37.5,No,81.9,9.4,,No,0,2573358,5.0,Yes,Yes,Yes - Separate,No,Yes,No,Yes,No,Excellent,13.1
PKS008975,2024,Sindh,Hyderabad,Remote,Private Higher Secondary,Private,Pashto,Evening,Grade 7,Female,60,0.349,1,73.0,60.0,Yes,45.9,20.2,,No,526,2991915,5.0,Yes,Yes,Yes - Combined,No,No,No,Yes,Yes,Fair,15.1
PKS008976,2024,Punjab,Sialkot,Semi-Urban,Special Education,Government,Urdu,Morning,Grade 11,Female,113,0.415,3,71.7,37.7,No,79.7,11.5,,Yes,0,6217915,4.0,Yes,Yes,Yes - Separate,No,Yes,No,No,No,Good,67.6
PKS008977,2023,Punjab,Faisalabad,Urban,Private Primary,Government,Pashto,Morning,Grade 9,Female,1224,0.662,29,62.1,42.2,Yes,53.1,15.7,46.9,No,0,149579,2.5,Partial,No,Yes - Combined,No,Yes,No,No,No,Excellent,13.2
PKS008978,2023,KPK,Swat,Rural,Private Secondary,Private,Urdu,Evening,Grade 1,Male,65,0.312,2,77.2,32.5,Yes,77.7,23.1,,Yes,710,2132812,4.5,Partial,Yes,Yes - Separate,Yes,No,Yes,No,No,Good,22.6
PKS008979,2025,Balochistan,Hub,Rural,Private Secondary,Government,English,Morning,Grade 10,Female,67,0.287,1,68.2,67.0,No,61.5,22.7,72.1,No,0,288921,4.0,Yes,No,No,Yes,Yes,No,Yes,No,Fair,26.7
PKS008980,2022,Sindh,Thatta,Rural,Government Primary,Private,English,Morning,Grade 2,Male,307,0.754,7,71.5,43.9,Yes,99.0,9.0,,Yes,1403,6250334,6.0,Yes,Yes,Yes - Separate,No,Yes,Yes,Yes,No,Poor,14.1
PKS008981,2024,Sindh,Thatta,Urban,Government Higher Secondary,Government,English,Full Day,Grade 2,Male,52,0.166,1,92.9,52.0,Yes,68.7,15.2,,Yes,0,4706626,6.0,Yes,Yes,Yes - Separate,No,Yes,Yes,Yes,No,Poor,10.9
PKS008982,2022,Punjab,Sargodha,Urban,Government Primary,Government,Pashto,Evening,Grade 5,Female,88,0.145,2,84.1,44.0,Partial,77.6,8.4,,No,0,12331124,3.0,No,Yes,No,No,Yes,Yes,No,No,Good,7.3
